Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Garage Cars,Year Built,Garage Yr Blt,Year Remod/Add,Full Bath,Overall Qual^2,Overall Qual Gr Liv Area,Overall Qual Total Bsmt SF,Overall Qual Garage Area,Overall Qual 1st Flr SF,Overall Qual Garage Cars,Overall Qual Year Built,Overall Qual Garage Yr Blt,Overall Qual Year Remod/Add,Overall Qual Full Bath,Gr Liv Area^2,Gr Liv Area Total Bsmt SF,Gr Liv Area Garage Area,Gr Liv Area 1st Flr SF,Gr Liv Area Garage Cars,Gr Liv Area Year Built,Gr Liv Area Garage Yr Blt,Gr Liv Area Year Remod/Add,Gr Liv Area Full Bath,Total Bsmt SF^2,Total Bsmt SF Garage Area,Total Bsmt SF 1st Flr SF,Total Bsmt SF Garage Cars,Total Bsmt SF Year Built,Total Bsmt SF Garage Yr Blt,Total Bsmt SF Year Remod/Add,Total Bsmt SF Full Bath,Garage Area^2,Garage Area 1st Flr SF,Garage Area Garage Cars,Garage Area Year Built,Garage Area Garage Yr Blt,Garage Area Year Remod/Add,Garage Area Full Bath,1st Flr SF^2,1st Flr SF Garage Cars,1st Flr SF Year Built,1st Flr SF Garage Yr Blt,1st Flr SF Year Remod/Add,1st Flr SF Full Bath,Garage Cars^2,Garage Cars Year Built,Garage Cars Garage Yr Blt,Garage Cars Year Remod/Add,Garage Cars Full Bath,Year Built^2,Year Built Garage Yr Blt,Year Built Year Remod/Add,Year Built Full Bath,Garage Yr Blt^2,Garage Yr Blt Year Remod/Add,Garage Yr Blt Full Bath,Year Remod/Add^2,Year Remod/Add Full Bath,Full Bath^2,SalePrice
7.0,2503.0,1223.0,564.0,1271.0,2.0,1990.0,1990.0,1990.0,2.0,49.0,17521.0,8561.0,3948.0,8897.0,14.0,13930.0,13930.0,13930.0,14.0,6265009.0,3061169.0,1411692.0,3181313.0,5006.0,4980970.0,4980970.0,4980970.0,5006.0,1495729.0,689772.0,1554433.0,2446.0,2433770.0,2433770.0,2433770.0,2446.0,318096.0,716844.0,1128.0,1122360.0,1122360.0,1122360.0,1128.0,1615441.0,2542.0,2529290.0,2529290.0,2529290.0,2542.0,4.0,3980.0,3980.0,3980.0,4.0,3960100.0,3960100.0,3960100.0,3980.0,3960100.0,3960100.0,3980.0,3960100.0,3980.0,4.0,300000
8.0,2704.0,1952.0,538.0,2000.0,2.0,1972.0,1972.0,1995.0,2.0,64.0,21632.0,15616.0,4304.0,16000.0,16.0,15776.0,15776.0,15960.0,16.0,7311616.0,5278208.0,1454752.0,5408000.0,5408.0,5332288.0,5332288.0,5394480.0,5408.0,3810304.0,1050176.0,3904000.0,3904.0,3849344.0,3849344.0,3894240.0,3904.0,289444.0,1076000.0,1076.0,1060936.0,1060936.0,1073310.0,1076.0,4000000.0,4000.0,3944000.0,3944000.0,3990000.0,4000.0,4.0,3944.0,3944.0,3990.0,4.0,3888784.0,3888784.0,3934140.0,3944.0,3888784.0,3934140.0,3944.0,3980025.0,3990.0,4.0,345000
8.0,1592.0,1556.0,484.0,1592.0,2.0,1994.0,1994.0,1995.0,2.0,64.0,12736.0,12448.0,3872.0,12736.0,16.0,15952.0,15952.0,15960.0,16.0,2534464.0,2477152.0,770528.0,2534464.0,3184.0,3174448.0,3174448.0,3176040.0,3184.0,2421136.0,753104.0,2477152.0,3112.0,3102664.0,3102664.0,3104220.0,3112.0,234256.0,770528.0,968.0,965096.0,965096.0,965580.0,968.0,2534464.0,3184.0,3174448.0,3174448.0,3176040.0,3184.0,4.0,3988.0,3988.0,3990.0,4.0,3976036.0,3976036.0,3978030.0,3988.0,3976036.0,3978030.0,3988.0,3980025.0,3990.0,4.0,228000
4.0,1328.0,686.0,210.0,810.0,1.0,1925.0,1940.0,1950.0,1.0,16.0,5312.0,2744.0,840.0,3240.0,4.0,7700.0,7760.0,7800.0,4.0,1763584.0,911008.0,278880.0,1075680.0,1328.0,2556400.0,2576320.0,2589600.0,1328.0,470596.0,144060.0,555660.0,686.0,1320550.0,1330840.0,1337700.0,686.0,44100.0,170100.0,210.0,404250.0,407400.0,409500.0,210.0,656100.0,810.0,1559250.0,1571400.0,1579500.0,810.0,1.0,1925.0,1940.0,1950.0,1.0,3705625.0,3734500.0,3753750.0,1925.0,3763600.0,3783000.0,1940.0,3802500.0,1950.0,1.0,107000
8.0,1593.0,1593.0,682.0,1593.0,2.0,2001.0,2001.0,2002.0,1.0,64.0,12744.0,12744.0,5456.0,12744.0,16.0,16008.0,16008.0,16016.0,8.0,2537649.0,2537649.0,1086426.0,2537649.0,3186.0,3187593.0,3187593.0,3189186.0,1593.0,2537649.0,1086426.0,2537649.0,3186.0,3187593.0,3187593.0,3189186.0,1593.0,465124.0,1086426.0,1364.0,1364682.0,1364682.0,1365364.0,682.0,2537649.0,3186.0,3187593.0,3187593.0,3189186.0,1593.0,4.0,4002.0,4002.0,4004.0,2.0,4004001.0,4004001.0,4006002.0,2001.0,4004001.0,4006002.0,2001.0,4008004.0,2002.0,1.0,286000
4.0,720.0,720.0,0.0,720.0,0.0,1920.0,1949.0,1950.0,1.0,16.0,2880.0,2880.0,0.0,2880.0,0.0,7680.0,7796.0,7800.0,4.0,518400.0,518400.0,0.0,518400.0,0.0,1382400.0,1403280.0,1404000.0,720.0,518400.0,0.0,518400.0,0.0,1382400.0,1403280.0,1404000.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518400.0,0.0,1382400.0,1403280.0,1404000.0,720.0,0.0,0.0,0.0,0.0,0.0,3686400.0,3742080.0,3744000.0,1920.0,3798601.0,3800550.0,1949.0,3802500.0,1950.0,1.0,34900
5.0,912.0,912.0,288.0,912.0,1.0,1964.0,1964.0,1964.0,1.0,25.0,4560.0,4560.0,1440.0,4560.0,5.0,9820.0,9820.0,9820.0,5.0,831744.0,831744.0,262656.0,831744.0,912.0,1791168.0,1791168.0,1791168.0,912.0,831744.0,262656.0,831744.0,912.0,1791168.0,1791168.0,1791168.0,912.0,82944.0,262656.0,288.0,565632.0,565632.0,565632.0,288.0,831744.0,912.0,1791168.0,1791168.0,1791168.0,912.0,1.0,1964.0,1964.0,1964.0,1.0,3857296.0,3857296.0,3857296.0,1964.0,3857296.0,3857296.0,1964.0,3857296.0,1964.0,1.0,115000
8.0,1456.0,1273.0,400.0,1456.0,2.0,2003.0,2003.0,2003.0,2.0,64.0,11648.0,10184.0,3200.0,11648.0,16.0,16024.0,16024.0,16024.0,16.0,2119936.0,1853488.0,582400.0,2119936.0,2912.0,2916368.0,2916368.0,2916368.0,2912.0,1620529.0,509200.0,1853488.0,2546.0,2549819.0,2549819.0,2549819.0,2546.0,160000.0,582400.0,800.0,801200.0,801200.0,801200.0,800.0,2119936.0,2912.0,2916368.0,2916368.0,2916368.0,2912.0,4.0,4006.0,4006.0,4006.0,4.0,4012009.0,4012009.0,4012009.0,4006.0,4012009.0,4012009.0,4006.0,4012009.0,4006.0,4.0,215000
7.0,1944.0,672.0,216.0,1272.0,1.0,1915.0,1915.0,1994.0,2.0,49.0,13608.0,4704.0,1512.0,8904.0,7.0,13405.0,13405.0,13958.0,14.0,3779136.0,1306368.0,419904.0,2472768.0,1944.0,3722760.0,3722760.0,3876336.0,3888.0,451584.0,145152.0,854784.0,672.0,1286880.0,1286880.0,1339968.0,1344.0,46656.0,274752.0,216.0,413640.0,413640.0,430704.0,432.0,1617984.0,1272.0,2435880.0,2435880.0,2536368.0,2544.0,1.0,1915.0,1915.0,1994.0,2.0,3667225.0,3667225.0,3818510.0,3830.0,3667225.0,3818510.0,3830.0,3976036.0,3988.0,4.0,179900
8.0,1502.0,1488.0,528.0,1502.0,2.0,1985.0,1985.0,1985.0,1.0,64.0,12016.0,11904.0,4224.0,12016.0,16.0,15880.0,15880.0,15880.0,8.0,2256004.0,2234976.0,793056.0,2256004.0,3004.0,2981470.0,2981470.0,2981470.0,1502.0,2214144.0,785664.0,2234976.0,2976.0,2953680.0,2953680.0,2953680.0,1488.0,278784.0,793056.0,1056.0,1048080.0,1048080.0,1048080.0,528.0,2256004.0,3004.0,2981470.0,2981470.0,2981470.0,1502.0,4.0,3970.0,3970.0,3970.0,2.0,3940225.0,3940225.0,3940225.0,1985.0,3940225.0,3940225.0,1985.0,3940225.0,1985.0,1.0,212000
8.0,2064.0,1074.0,527.0,1074.0,2.0,2005.0,2005.0,2005.0,2.0,64.0,16512.0,8592.0,4216.0,8592.0,16.0,16040.0,16040.0,16040.0,16.0,4260096.0,2216736.0,1087728.0,2216736.0,4128.0,4138320.0,4138320.0,4138320.0,4128.0,1153476.0,565998.0,1153476.0,2148.0,2153370.0,2153370.0,2153370.0,2148.0,277729.0,565998.0,1054.0,1056635.0,1056635.0,1056635.0,1054.0,1153476.0,2148.0,2153370.0,2153370.0,2153370.0,2148.0,4.0,4010.0,4010.0,4010.0,4.0,4020025.0,4020025.0,4020025.0,4010.0,4020025.0,4020025.0,4010.0,4020025.0,4010.0,4.0,250000
5.0,1576.0,1042.0,225.0,1042.0,1.0,1928.0,1928.0,1950.0,1.0,25.0,7880.0,5210.0,1125.0,5210.0,5.0,9640.0,9640.0,9750.0,5.0,2483776.0,1642192.0,354600.0,1642192.0,1576.0,3038528.0,3038528.0,3073200.0,1576.0,1085764.0,234450.0,1085764.0,1042.0,2008976.0,2008976.0,2031900.0,1042.0,50625.0,234450.0,225.0,433800.0,433800.0,438750.0,225.0,1085764.0,1042.0,2008976.0,2008976.0,2031900.0,1042.0,1.0,1928.0,1928.0,1950.0,1.0,3717184.0,3717184.0,3759600.0,1928.0,3717184.0,3759600.0,1928.0,3802500.0,1950.0,1.0,149000
6.0,1658.0,773.0,431.0,773.0,2.0,1995.0,1995.0,1996.0,2.0,36.0,9948.0,4638.0,2586.0,4638.0,12.0,11970.0,11970.0,11976.0,12.0,2748964.0,1281634.0,714598.0,1281634.0,3316.0,3307710.0,3307710.0,3309368.0,3316.0,597529.0,333163.0,597529.0,1546.0,1542135.0,1542135.0,1542908.0,1546.0,185761.0,333163.0,862.0,859845.0,859845.0,860276.0,862.0,597529.0,1546.0,1542135.0,1542135.0,1542908.0,1546.0,4.0,3990.0,3990.0,3992.0,4.0,3980025.0,3980025.0,3982020.0,3990.0,3980025.0,3982020.0,3990.0,3984016.0,3992.0,4.0,188000
3.0,713.0,713.0,371.0,713.0,1.0,1930.0,1936.0,2001.0,1.0,9.0,2139.0,2139.0,1113.0,2139.0,3.0,5790.0,5808.0,6003.0,3.0,508369.0,508369.0,264523.0,508369.0,713.0,1376090.0,1380368.0,1426713.0,713.0,508369.0,264523.0,508369.0,713.0,1376090.0,1380368.0,1426713.0,713.0,137641.0,264523.0,371.0,716030.0,718256.0,742371.0,371.0,508369.0,713.0,1376090.0,1380368.0,1426713.0,713.0,1.0,1930.0,1936.0,2001.0,1.0,3724900.0,3736480.0,3861930.0,1930.0,3748096.0,3873936.0,1936.0,4004001.0,2001.0,1.0,99800
7.0,2554.0,718.0,704.0,1576.0,2.0,1890.0,1996.0,1998.0,1.0,49.0,17878.0,5026.0,4928.0,11032.0,14.0,13230.0,13972.0,13986.0,7.0,6522916.0,1833772.0,1798016.0,4025104.0,5108.0,4827060.0,5097784.0,5102892.0,2554.0,515524.0,505472.0,1131568.0,1436.0,1357020.0,1433128.0,1434564.0,718.0,495616.0,1109504.0,1408.0,1330560.0,1405184.0,1406592.0,704.0,2483776.0,3152.0,2978640.0,3145696.0,3148848.0,1576.0,4.0,3780.0,3992.0,3996.0,2.0,3572100.0,3772440.0,3776220.0,1890.0,3984016.0,3988008.0,1996.0,3992004.0,1998.0,1.0,159500
7.0,1374.0,384.0,400.0,744.0,2.0,2004.0,2004.0,2004.0,2.0,49.0,9618.0,2688.0,2800.0,5208.0,14.0,14028.0,14028.0,14028.0,14.0,1887876.0,527616.0,549600.0,1022256.0,2748.0,2753496.0,2753496.0,2753496.0,2748.0,147456.0,153600.0,285696.0,768.0,769536.0,769536.0,769536.0,768.0,160000.0,297600.0,800.0,801600.0,801600.0,801600.0,800.0,553536.0,1488.0,1490976.0,1490976.0,1490976.0,1488.0,4.0,4008.0,4008.0,4008.0,4.0,4016016.0,4016016.0,4016016.0,4008.0,4016016.0,4016016.0,4008.0,4016016.0,4008.0,4.0,184500
8.0,2574.0,1482.0,868.0,1482.0,3.0,2007.0,2007.0,2007.0,2.0,64.0,20592.0,11856.0,6944.0,11856.0,24.0,16056.0,16056.0,16056.0,16.0,6625476.0,3814668.0,2234232.0,3814668.0,7722.0,5166018.0,5166018.0,5166018.0,5148.0,2196324.0,1286376.0,2196324.0,4446.0,2974374.0,2974374.0,2974374.0,2964.0,753424.0,1286376.0,2604.0,1742076.0,1742076.0,1742076.0,1736.0,2196324.0,4446.0,2974374.0,2974374.0,2974374.0,2964.0,9.0,6021.0,6021.0,6021.0,6.0,4028049.0,4028049.0,4028049.0,4014.0,4028049.0,4028049.0,4014.0,4028049.0,4014.0,4.0,276000
6.0,1548.0,804.0,440.0,804.0,2.0,1976.0,1976.0,1976.0,2.0,36.0,9288.0,4824.0,2640.0,4824.0,12.0,11856.0,11856.0,11856.0,12.0,2396304.0,1244592.0,681120.0,1244592.0,3096.0,3058848.0,3058848.0,3058848.0,3096.0,646416.0,353760.0,646416.0,1608.0,1588704.0,1588704.0,1588704.0,1608.0,193600.0,353760.0,880.0,869440.0,869440.0,869440.0,880.0,646416.0,1608.0,1588704.0,1588704.0,1588704.0,1608.0,4.0,3952.0,3952.0,3952.0,4.0,3904576.0,3904576.0,3904576.0,3952.0,3904576.0,3904576.0,3952.0,3904576.0,3952.0,4.0,155000
5.0,1404.0,1188.0,504.0,1404.0,2.0,1969.0,1969.0,2000.0,2.0,25.0,7020.0,5940.0,2520.0,7020.0,10.0,9845.0,9845.0,10000.0,10.0,1971216.0,1667952.0,707616.0,1971216.0,2808.0,2764476.0,2764476.0,2808000.0,2808.0,1411344.0,598752.0,1667952.0,2376.0,2339172.0,2339172.0,2376000.0,2376.0,254016.0,707616.0,1008.0,992376.0,992376.0,1008000.0,1008.0,1971216.0,2808.0,2764476.0,2764476.0,2808000.0,2808.0,4.0,3938.0,3938.0,4000.0,4.0,3876961.0,3876961.0,3938000.0,3938.0,3876961.0,3938000.0,3938.0,4000000.0,4000.0,4.0,160000
5.0,1440.0,720.0,480.0,720.0,2.0,1964.0,1964.0,1964.0,1.0,25.0,7200.0,3600.0,2400.0,3600.0,10.0,9820.0,9820.0,9820.0,5.0,2073600.0,1036800.0,691200.0,1036800.0,2880.0,2828160.0,2828160.0,2828160.0,1440.0,518400.0,345600.0,518400.0,1440.0,1414080.0,1414080.0,1414080.0,720.0,230400.0,345600.0,960.0,942720.0,942720.0,942720.0,480.0,518400.0,1440.0,1414080.0,1414080.0,1414080.0,720.0,4.0,3928.0,3928.0,3928.0,2.0,3857296.0,3857296.0,3857296.0,1964.0,3857296.0,3857296.0,1964.0,3857296.0,1964.0,1.0,157500
8.0,1803.0,1679.0,482.0,1803.0,2.0,1994.0,1994.0,1995.0,2.0,64.0,14424.0,13432.0,3856.0,14424.0,16.0,15952.0,15952.0,15960.0,16.0,3250809.0,3027237.0,869046.0,3250809.0,3606.0,3595182.0,3595182.0,3596985.0,3606.0,2819041.0,809278.0,3027237.0,3358.0,3347926.0,3347926.0,3349605.0,3358.0,232324.0,869046.0,964.0,961108.0,961108.0,961590.0,964.0,3250809.0,3606.0,3595182.0,3595182.0,3596985.0,3606.0,4.0,3988.0,3988.0,3990.0,4.0,3976036.0,3976036.0,3978030.0,3988.0,3976036.0,3978030.0,3988.0,3980025.0,3990.0,4.0,285000
5.0,2200.0,1272.0,0.0,1272.0,0.0,1900.0,1965.0,2003.0,2.0,25.0,11000.0,6360.0,0.0,6360.0,0.0,9500.0,9825.0,10015.0,10.0,4840000.0,2798400.0,0.0,2798400.0,0.0,4180000.0,4323000.0,4406600.0,4400.0,1617984.0,0.0,1617984.0,0.0,2416800.0,2499480.0,2547816.0,2544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617984.0,0.0,2416800.0,2499480.0,2547816.0,2544.0,0.0,0.0,0.0,0.0,0.0,3610000.0,3733500.0,3805700.0,3800.0,3861225.0,3935895.0,3930.0,4012009.0,4006.0,4.0,145900
7.0,2037.0,672.0,472.0,1302.0,2.0,1996.0,1996.0,1996.0,2.0,49.0,14259.0,4704.0,3304.0,9114.0,14.0,13972.0,13972.0,13972.0,14.0,4149369.0,1368864.0,961464.0,2652174.0,4074.0,4065852.0,4065852.0,4065852.0,4074.0,451584.0,317184.0,874944.0,1344.0,1341312.0,1341312.0,1341312.0,1344.0,222784.0,614544.0,944.0,942112.0,942112.0,942112.0,944.0,1695204.0,2604.0,2598792.0,2598792.0,2598792.0,2604.0,4.0,3992.0,3992.0,3992.0,4.0,3984016.0,3984016.0,3984016.0,3992.0,3984016.0,3984016.0,3992.0,3984016.0,3992.0,4.0,229000
4.0,1281.0,1151.0,580.0,845.0,2.0,1925.0,1978.0,1993.0,2.0,16.0,5124.0,4604.0,2320.0,3380.0,8.0,7700.0,7912.0,7972.0,8.0,1640961.0,1474431.0,742980.0,1082445.0,2562.0,2465925.0,2533818.0,2553033.0,2562.0,1324801.0,667580.0,972595.0,2302.0,2215675.0,2276678.0,2293943.0,2302.0,336400.0,490100.0,1160.0,1116500.0,1147240.0,1155940.0,1160.0,714025.0,1690.0,1626625.0,1671410.0,1684085.0,1690.0,4.0,3850.0,3956.0,3986.0,4.0,3705625.0,3807650.0,3836525.0,3850.0,3912484.0,3942154.0,3956.0,3972049.0,3986.0,4.0,128500
8.0,1976.0,1044.0,885.0,1079.0,3.0,1998.0,1998.0,1998.0,2.0,64.0,15808.0,8352.0,7080.0,8632.0,24.0,15984.0,15984.0,15984.0,16.0,3904576.0,2062944.0,1748760.0,2132104.0,5928.0,3948048.0,3948048.0,3948048.0,3952.0,1089936.0,923940.0,1126476.0,3132.0,2085912.0,2085912.0,2085912.0,2088.0,783225.0,954915.0,2655.0,1768230.0,1768230.0,1768230.0,1770.0,1164241.0,3237.0,2155842.0,2155842.0,2155842.0,2158.0,9.0,5994.0,5994.0,5994.0,6.0,3992004.0,3992004.0,3992004.0,3996.0,3992004.0,3992004.0,3996.0,3992004.0,3996.0,4.0,286000
6.0,1608.0,945.0,470.0,945.0,2.0,1997.0,1997.0,1997.0,2.0,36.0,9648.0,5670.0,2820.0,5670.0,12.0,11982.0,11982.0,11982.0,12.0,2585664.0,1519560.0,755760.0,1519560.0,3216.0,3211176.0,3211176.0,3211176.0,3216.0,893025.0,444150.0,893025.0,1890.0,1887165.0,1887165.0,1887165.0,1890.0,220900.0,444150.0,940.0,938590.0,938590.0,938590.0,940.0,893025.0,1890.0,1887165.0,1887165.0,1887165.0,1890.0,4.0,3994.0,3994.0,3994.0,4.0,3988009.0,3988009.0,3988009.0,3994.0,3988009.0,3988009.0,3994.0,3988009.0,3994.0,4.0,189500
5.0,1210.0,0.0,616.0,1210.0,1.0,1953.0,1953.0,1953.0,1.0,25.0,6050.0,0.0,3080.0,6050.0,5.0,9765.0,9765.0,9765.0,5.0,1464100.0,0.0,745360.0,1464100.0,1210.0,2363130.0,2363130.0,2363130.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379456.0,745360.0,616.0,1203048.0,1203048.0,1203048.0,616.0,1464100.0,1210.0,2363130.0,2363130.0,2363130.0,1210.0,1.0,1953.0,1953.0,1953.0,1.0,3814209.0,3814209.0,3814209.0,1953.0,3814209.0,3814209.0,1953.0,3814209.0,1953.0,1.0,102900
5.0,1612.0,988.0,363.0,1030.0,1.0,1950.0,1950.0,1997.0,1.0,25.0,8060.0,4940.0,1815.0,5150.0,5.0,9750.0,9750.0,9985.0,5.0,2598544.0,1592656.0,585156.0,1660360.0,1612.0,3143400.0,3143400.0,3219164.0,1612.0,976144.0,358644.0,1017640.0,988.0,1926600.0,1926600.0,1973036.0,988.0,131769.0,373890.0,363.0,707850.0,707850.0,724911.0,363.0,1060900.0,1030.0,2008500.0,2008500.0,2056910.0,1030.0,1.0,1950.0,1950.0,1997.0,1.0,3802500.0,3802500.0,3894150.0,1950.0,3802500.0,3894150.0,1950.0,3988009.0,1997.0,1.0,128500
5.0,1728.0,1216.0,371.0,1216.0,1.0,1953.0,1953.0,2004.0,1.0,25.0,8640.0,6080.0,1855.0,6080.0,5.0,9765.0,9765.0,10020.0,5.0,2985984.0,2101248.0,641088.0,2101248.0,1728.0,3374784.0,3374784.0,3462912.0,1728.0,1478656.0,451136.0,1478656.0,1216.0,2374848.0,2374848.0,2436864.0,1216.0,137641.0,451136.0,371.0,724563.0,724563.0,743484.0,371.0,1478656.0,1216.0,2374848.0,2374848.0,2436864.0,1216.0,1.0,1953.0,1953.0,2004.0,1.0,3814209.0,3814209.0,3913812.0,1953.0,3814209.0,3913812.0,1953.0,4016016.0,2004.0,1.0,156000
8.0,2482.0,1094.0,642.0,1133.0,3.0,2005.0,2005.0,2006.0,2.0,64.0,19856.0,8752.0,5136.0,9064.0,24.0,16040.0,16040.0,16048.0,16.0,6160324.0,2715308.0,1593444.0,2812106.0,7446.0,4976410.0,4976410.0,4978892.0,4964.0,1196836.0,702348.0,1239502.0,3282.0,2193470.0,2193470.0,2194564.0,2188.0,412164.0,727386.0,1926.0,1287210.0,1287210.0,1287852.0,1284.0,1283689.0,3399.0,2271665.0,2271665.0,2272798.0,2266.0,9.0,6015.0,6015.0,6018.0,6.0,4020025.0,4020025.0,4022030.0,4010.0,4020025.0,4022030.0,4010.0,4024036.0,4012.0,4.0,281213
7.0,2069.0,585.0,505.0,2069.0,2.0,1960.0,1960.0,2007.0,2.0,49.0,14483.0,4095.0,3535.0,14483.0,14.0,13720.0,13720.0,14049.0,14.0,4280761.0,1210365.0,1044845.0,4280761.0,4138.0,4055240.0,4055240.0,4152483.0,4138.0,342225.0,295425.0,1210365.0,1170.0,1146600.0,1146600.0,1174095.0,1170.0,255025.0,1044845.0,1010.0,989800.0,989800.0,1013535.0,1010.0,4280761.0,4138.0,4055240.0,4055240.0,4152483.0,4138.0,4.0,3920.0,3920.0,4014.0,4.0,3841600.0,3841600.0,3933720.0,3920.0,3841600.0,3933720.0,3920.0,4028049.0,4014.0,4.0,242000
6.0,1478.0,1478.0,498.0,1478.0,2.0,1960.0,1960.0,1960.0,2.0,36.0,8868.0,8868.0,2988.0,8868.0,12.0,11760.0,11760.0,11760.0,12.0,2184484.0,2184484.0,736044.0,2184484.0,2956.0,2896880.0,2896880.0,2896880.0,2956.0,2184484.0,736044.0,2184484.0,2956.0,2896880.0,2896880.0,2896880.0,2956.0,248004.0,736044.0,996.0,976080.0,976080.0,976080.0,996.0,2184484.0,2956.0,2896880.0,2896880.0,2896880.0,2956.0,4.0,3920.0,3920.0,3920.0,4.0,3841600.0,3841600.0,3841600.0,3920.0,3841600.0,3841600.0,3920.0,3841600.0,3920.0,4.0,157500
7.0,1724.0,796.0,616.0,806.0,2.0,2003.0,2003.0,2004.0,2.0,49.0,12068.0,5572.0,4312.0,5642.0,14.0,14021.0,14021.0,14028.0,14.0,2972176.0,1372304.0,1061984.0,1389544.0,3448.0,3453172.0,3453172.0,3454896.0,3448.0,633616.0,490336.0,641576.0,1592.0,1594388.0,1594388.0,1595184.0,1592.0,379456.0,496496.0,1232.0,1233848.0,1233848.0,1234464.0,1232.0,649636.0,1612.0,1614418.0,1614418.0,1615224.0,1612.0,4.0,4006.0,4006.0,4008.0,4.0,4012009.0,4012009.0,4014012.0,4006.0,4012009.0,4014012.0,4006.0,4016016.0,4008.0,4.0,196500
7.0,1425.0,1425.0,591.0,1425.0,2.0,1998.0,1998.0,1998.0,2.0,49.0,9975.0,9975.0,4137.0,9975.0,14.0,13986.0,13986.0,13986.0,14.0,2030625.0,2030625.0,842175.0,2030625.0,2850.0,2847150.0,2847150.0,2847150.0,2850.0,2030625.0,842175.0,2030625.0,2850.0,2847150.0,2847150.0,2847150.0,2850.0,349281.0,842175.0,1182.0,1180818.0,1180818.0,1180818.0,1182.0,2030625.0,2850.0,2847150.0,2847150.0,2847150.0,2850.0,4.0,3996.0,3996.0,3996.0,4.0,3992004.0,3992004.0,3992004.0,3996.0,3992004.0,3992004.0,3996.0,3992004.0,3996.0,4.0,193000
5.0,1322.0,672.0,280.0,899.0,1.0,1939.0,1939.0,1952.0,1.0,25.0,6610.0,3360.0,1400.0,4495.0,5.0,9695.0,9695.0,9760.0,5.0,1747684.0,888384.0,370160.0,1188478.0,1322.0,2563358.0,2563358.0,2580544.0,1322.0,451584.0,188160.0,604128.0,672.0,1303008.0,1303008.0,1311744.0,672.0,78400.0,251720.0,280.0,542920.0,542920.0,546560.0,280.0,808201.0,899.0,1743161.0,1743161.0,1754848.0,899.0,1.0,1939.0,1939.0,1952.0,1.0,3759721.0,3759721.0,3784928.0,1939.0,3759721.0,3784928.0,1939.0,3810304.0,1952.0,1.0,132000
7.0,1428.0,712.0,576.0,848.0,2.0,1900.0,1985.0,1970.0,1.0,49.0,9996.0,4984.0,4032.0,5936.0,14.0,13300.0,13895.0,13790.0,7.0,2039184.0,1016736.0,822528.0,1210944.0,2856.0,2713200.0,2834580.0,2813160.0,1428.0,506944.0,410112.0,603776.0,1424.0,1352800.0,1413320.0,1402640.0,712.0,331776.0,488448.0,1152.0,1094400.0,1143360.0,1134720.0,576.0,719104.0,1696.0,1611200.0,1683280.0,1670560.0,848.0,4.0,3800.0,3970.0,3940.0,2.0,3610000.0,3771500.0,3743000.0,1900.0,3940225.0,3910450.0,1985.0,3880900.0,1970.0,1.0,139900
6.0,1194.0,1194.0,312.0,1194.0,1.0,1959.0,1959.0,1959.0,1.0,36.0,7164.0,7164.0,1872.0,7164.0,6.0,11754.0,11754.0,11754.0,6.0,1425636.0,1425636.0,372528.0,1425636.0,1194.0,2339046.0,2339046.0,2339046.0,1194.0,1425636.0,372528.0,1425636.0,1194.0,2339046.0,2339046.0,2339046.0,1194.0,97344.0,372528.0,312.0,611208.0,611208.0,611208.0,312.0,1425636.0,1194.0,2339046.0,2339046.0,2339046.0,1194.0,1.0,1959.0,1959.0,1959.0,1.0,3837681.0,3837681.0,3837681.0,1959.0,3837681.0,3837681.0,1959.0,3837681.0,1959.0,1.0,148000
8.0,1818.0,895.0,774.0,895.0,3.0,2007.0,2007.0,2007.0,2.0,64.0,14544.0,7160.0,6192.0,7160.0,24.0,16056.0,16056.0,16056.0,16.0,3305124.0,1627110.0,1407132.0,1627110.0,5454.0,3648726.0,3648726.0,3648726.0,3636.0,801025.0,692730.0,801025.0,2685.0,1796265.0,1796265.0,1796265.0,1790.0,599076.0,692730.0,2322.0,1553418.0,1553418.0,1553418.0,1548.0,801025.0,2685.0,1796265.0,1796265.0,1796265.0,1790.0,9.0,6021.0,6021.0,6021.0,6.0,4028049.0,4028049.0,4028049.0,4014.0,4028049.0,4028049.0,4014.0,4028049.0,4014.0,4.0,281500
8.0,2956.0,1706.0,916.0,1718.0,3.0,2004.0,2004.0,2004.0,2.0,64.0,23648.0,13648.0,7328.0,13744.0,24.0,16032.0,16032.0,16032.0,16.0,8737936.0,5042936.0,2707696.0,5078408.0,8868.0,5923824.0,5923824.0,5923824.0,5912.0,2910436.0,1562696.0,2930908.0,5118.0,3418824.0,3418824.0,3418824.0,3412.0,839056.0,1573688.0,2748.0,1835664.0,1835664.0,1835664.0,1832.0,2951524.0,5154.0,3442872.0,3442872.0,3442872.0,3436.0,9.0,6012.0,6012.0,6012.0,6.0,4016016.0,4016016.0,4016016.0,4008.0,4016016.0,4016016.0,4008.0,4016016.0,4008.0,4.0,342000
